"","Mass","Forest","Fenton","PreGoethite","PostGoethite"
"538",325.1479,"HW","PreFenton",0,0
"539",325.1479,"SW","PostFenton",0,1989684.5
"540",325.1479,"SW","PreFenton",0,1760588
"541",325.1657,"HW","PostFenton",2010149.66666667,5901331.66666667
"542",325.1657,"HW","PreFenton",3262526.33333333,5264345
"543",325.1657,"SW","PostFenton",3347154.66666667,9486983
"544",325.1657,"SW","PreFenton",4895968.66666667,7757558
"545",325.1691,"HW","PostFenton",0,0
"546",325.1691,"HW","PreFenton",0,0
"547",325.1691,"SW","PostFenton",0,1967462.5
"548",325.1691,"SW","PreFenton",0,1585361
"549",325.202,"HW","PostFenton",0,2687174
"550",325.202,"HW","PreFenton",2581659,3648480.66666667
"551",325.202,"SW","PostFenton",0,4968419.33333333
"552",325.202,"SW","PreFenton",3423122.33333333,6235219
"553",326.1357,"HW","PostFenton",0,2851977.66666667
"554",326.1357,"HW","PreFenton",0,1962509
"555",326.1357,"SW","PostFenton",0,2421915.33333333
"556",326.1357,"SW","PreFenton",0,0
"557",326.1721,"HW","PostFenton",0,3045948
"558",326.1721,"HW","PreFenton",2066610.66666667,3026272.66666667
"559",326.1721,"SW","PostFenton",0,2862584
"560",326.1721,"SW","PreFenton",1793273,2851275
"561",326.2085,"HW","PostFenton",0,2297070.66666667
"562",326.2085,"HW","PreFenton",2825913.66666667,5632190
"563",326.2085,"SW","PostFenton",0,3164159.33333333
"564",326.2085,"SW","PreFenton",2216362.66666667,4904915
"565",327.0147,"HW","PostFenton",0,0
"566",327.0147,"HW","PreFenton",1538188,0
"567",327.0147,"SW","PostFenton",0,0
"568",327.0147,"SW","PreFenton",0,0
"569",327.0358,"HW","PostFenton",2386721.33333333,0
"570",327.0358,"HW","PreFenton",1776483,0
"571",327.0358,"SW","PostFenton",2337672.33333333,0
"572",327.0358,"SW","PreFenton",1867597.66666667,0
"573",327.051,"HW","PostFenton",0,0
"574",327.051,"HW","PreFenton",1795771.66666667,0
"575",327.051,"SW","PostFenton",0,0
"576",327.051,"SW","PreFenton",1942011.66666667,0
"577",327.0721,"HW","PostFenton",4271400,2037585
"578",327.0721,"HW","PreFenton",3485973.33333333,1757557
"579",327.0721,"SW","PostFenton",4640484.33333333,2106540.33333333
"580",327.0721,"SW","PreFenton",4164693,1757324.33333333
"581",327.0874,"HW","PostFenton",0,0
"582",327.0874,"HW","PreFenton",1969347,0
"583",327.0874,"SW","PostFenton",0,0
"584",327.0874,"SW","PreFenton",2102018.66666667,0
"585",327.0933,"HW","PostFenton",4794668,0
"586",327.0933,"HW","PreFenton",0,0
"587",327.0933,"SW","PostFenton",8639037.66666667,0
"588",327.0933,"SW","PreFenton",0,0
"589",327.1085,"HW","PostFenton",5957423,6077870.33333333
"590",327.1085,"HW","PreFenton",3971698.33333333,3442739
"591",327.1085,"SW","PostFenton",7520832.66666667,8693768.66666667
"592",327.1085,"SW","PreFenton",4986972.33333333,4927124.33333333
"593",327.1238,"HW","PostFenton",0,0
"594",327.1238,"HW","PreFenton",0,0
"595",327.1238,"SW","PostFenton",0,0
"596",327.1238,"SW","PreFenton",0,1674599.5
"597",327.1449,"HW","PostFenton",4473824,9490187.66666667
"598",327.1449,"HW","PreFenton",3939108,5861435
"599",327.1449,"SW","PostFenton",6558621.33333333,14112784.3333333
"600",327.1449,"SW","PreFenton",6190520.66666667,9309340.33333333
"601",327.1562,"HW","PostFenton",0,1618148
"602",327.1562,"HW","PreFenton",0,0
"603",327.1562,"SW","PostFenton",0,0
"604",327.1562,"SW","PreFenton",0,0
"605",327.1601,"HW","PostFenton",0,0
"606",327.1601,"HW","PreFenton",0,0
"607",327.1601,"SW","PostFenton",0,1642134.5
"608",327.1601,"SW","PreFenton",0,0
"609",327.1635,"HW","PostFenton",0,0
"610",327.1635,"HW","PreFenton",1749806.5,0
"611",327.1635,"SW","PostFenton",0,4386749.5
"612",327.1635,"SW","PreFenton",0,2827632
"613",327.1813,"HW","PostFenton",1657818.5,5388051.33333333
"614",327.1813,"HW","PreFenton",2855553,5223491.33333333
"615",327.1813,"SW","PostFenton",2618191,11425815.6666667
"616",327.1813,"SW","PreFenton",4029205.33333333,7798607
"617",327.1925,"HW","PostFenton",0,0
"618",327.1925,"HW","PreFenton",0,1742576.33333333
"619",327.1925,"SW","PostFenton",0,0
"620",327.1925,"SW","PreFenton",0,1715750.33333333
"621",327.2177,"HW","PostFenton",0,3711429.66666667
"622",327.2177,"HW","PreFenton",4683742.33333333,7328843.66666667
"623",327.2177,"SW","PostFenton",0,7056415
"624",327.2177,"SW","PreFenton",5567772.33333333,10444972
"625",328.115,"HW","PostFenton",1438544,1870472.33333333
"626",328.115,"HW","PreFenton",0,0
"627",328.115,"SW","PostFenton",0,0
"628",328.115,"SW","PreFenton",0,0
"629",328.1514,"HW","PostFenton",2200987.33333333,5332112
"630",328.1514,"HW","PreFenton",3800567,5162956.33333333
"631",328.1514,"SW","PostFenton",2092213.33333333,5169885.33333333
"632",328.1514,"SW","PreFenton",3671512,6072695.33333333
"633",328.1878,"HW","PostFenton",0,4319213.66666667
"634",328.1878,"HW","PreFenton",2548393,4202794
"635",328.1878,"SW","PostFenton",0,4156132.33333333
"636",328.1878,"SW","PreFenton",2151221,4103722
"637",328.2242,"HW","PostFenton",0,2769397.66666667
"638",328.2242,"HW","PreFenton",2836998,5567111.66666667
"639",328.2242,"SW","PostFenton",0,3443265.33333333
"640",328.2242,"SW","PreFenton",2329745.33333333,5564807.33333333
"641",329.0303,"HW","PostFenton",0,0
"642",329.0303,"HW","PreFenton",2323634.33333333,1437250
"643",329.0303,"SW","PostFenton",0,0
"644",329.0303,"SW","PreFenton",2088758,0
"645",329.0514,"HW","PostFenton",3649349.33333333,0
"646",329.0514,"HW","PreFenton",1821622.66666667,0
"647",329.0514,"SW","PostFenton",3431185.66666667,0
"648",329.0514,"SW","PreFenton",2132709.33333333,0
"649",329.0666,"HW","PostFenton",0,0
"650",329.0666,"HW","PreFenton",2711055.66666667,1719969
"651",329.0666,"SW","PostFenton",0,0
"652",329.0666,"SW","PreFenton",2406973.66666667,0
"653",329.0878,"HW","PostFenton",4911265.66666667,3027123.66666667
"654",329.0878,"HW","PreFenton",3443817.66666667,3556860.66666667
"655",329.0878,"SW","PostFenton",5885208.66666667,4471710.66666667
"656",329.0878,"SW","PreFenton",4984642,4898374.33333333
"657",329.1031,"HW","PostFenton",0,0
"658",329.1031,"HW","PreFenton",2197015.33333333,1777364
"659",329.1031,"SW","PostFenton",0,0
"660",329.1031,"SW","PreFenton",2409797,2022985.66666667
"661",329.1242,"HW","PostFenton",5205160.66666667,7502011.66666667
"662",329.1242,"HW","PreFenton",3097969.33333333,3080197.33333333
"663",329.1242,"SW","PostFenton",8239392.33333333,12388091.6666667
"664",329.1242,"SW","PreFenton",4209822.66666667,4824824.66666667
"665",329.1354,"HW","PostFenton",0,2663102.66666667
"666",329.1354,"HW","PreFenton",2251904,1868551.66666667
"667",329.1354,"SW","PostFenton",0,1951571.66666667
"668",329.1354,"SW","PreFenton",1927746.5,1714683
"669",329.1394,"HW","PostFenton",1572578,1754900.33333333
"670",329.1394,"HW","PreFenton",2081140.66666667,2007646
"671",329.1394,"SW","PostFenton",2529485.5,3284564.33333333
"672",329.1394,"SW","PreFenton",2727244.66666667,3667196
"673",329.1606,"HW","PostFenton",4228101,12661614.6666667
"674",329.1606,"HW","PreFenton",6369145.33333333,11633848.3333333
"675",329.1606,"SW","PostFenton",10741372.3333333,41210968.6666667
"676",329.1606,"SW","PreFenton",22230182,47050326.3333333
"677",329.1718,"HW","PostFenton",0,0
"678",329.1718,"HW","PreFenton",0,1707451
"679",329.1718,"SW","PostFenton",0,0
"680",329.1718,"SW","PreFenton",0,1940142.33333333
"681",329.1758,"HW","PostFenton",0,1912092.66666667
"682",329.1758,"HW","PreFenton",2335794.5,2220561.33333333
"683",329.1758,"SW","PostFenton",4202391,6303836
"684",329.1758,"SW","PreFenton",4023807,6990425.66666667
"685",329.197,"HW","PostFenton",0,5083681.33333333
"686",329.197,"HW","PreFenton",2871425,5265771.66666667
"687",329.197,"SW","PostFenton",2085508,9810357.66666667
"688",329.197,"SW","PreFenton",3845464.33333333,7219806
"689",329.2333,"HW","PostFenton",0,6187561.33333333
"690",329.2333,"HW","PreFenton",7553929,12044148.3333333
"691",329.2333,"SW","PostFenton",2123043,8854973
"692",329.2333,"SW","PreFenton",8045408,17359121
"693",330.1307,"HW","PostFenton",1630485.66666667,2371826.66666667
"694",330.1307,"HW","PreFenton",0,0
"695",330.1307,"SW","PostFenton",0,2284069
"696",330.1307,"SW","PreFenton",0,1651538
"697",330.1671,"HW","PostFenton",2207772.66666667,3945723
"698",330.1671,"HW","PreFenton",2724693,3276541.66666667
"699",330.1671,"SW","PostFenton",2179228.33333333,3932631
"700",330.1671,"SW","PreFenton",2609527.66666667,3054220.66666667
"701",330.2034,"HW","PostFenton",0,6897752.66666667
"702",330.2034,"HW","PreFenton",6440711.66666667,11847771.6666667
"703",330.2034,"SW","PostFenton",2301803,8800564.33333333
"704",330.2034,"SW","PreFenton",6470356.66666667,13066048
"705",331.0096,"HW","PostFenton",0,0
"706",331.0096,"HW","PreFenton",1797478,0
"707",331.0096,"SW","PostFenton",0,0
"708",331.0096,"SW","PreFenton",1501272,0
"709",331.0307,"HW","PostFenton",1515547.66666667,0
"710",331.0307,"HW","PreFenton",0,0
"711",331.0307,"SW","PostFenton",0,0
"712",331.0307,"SW","PreFenton",0,0
"713",331.0459,"HW","PostFenton",1742622.66666667,0
"714",331.0459,"HW","PreFenton",3806659.66666667,1698984.66666667
"715",331.0459,"SW","PostFenton",1806363,0
"716",331.0459,"SW","PreFenton",3697372.33333333,0
"717",331.0671,"HW","PostFenton",3952504.33333333,0
"718",331.0671,"HW","PreFenton",2227161,0
"719",331.0671,"SW","PostFenton",3654313.66666667,0
"720",331.0671,"SW","PreFenton",3214561,0
"721",331.0823,"HW","PostFenton",1674107.33333333,0
"722",331.0823,"HW","PreFenton",4028534,2719879
"723",331.0823,"SW","PostFenton",1913571,0
"724",331.0823,"SW","PreFenton",4628879.33333333,2857991
"725",331.1035,"HW","PostFenton",4231551.66666667,2948901.66666667
"726",331.1035,"HW","PreFenton",2159056.66666667,1604663
"727",331.1035,"SW","PostFenton",4868273.33333333,2916340.66666667
"728",331.1035,"SW","PreFenton",2428136.66666667,1457675.66666667
"729",331.1147,"HW","PostFenton",1573090.5,0
"730",331.1147,"HW","PreFenton",0,0
"731",331.1147,"SW","PostFenton",0,0
"732",331.1147,"SW","PreFenton",0,0
"733",331.1187,"HW","PostFenton",1822168,2258643.66666667
"734",331.1187,"HW","PreFenton",3093289,3158501
"735",331.1187,"SW","PostFenton",2058932.33333333,2853538.33333333
"736",331.1187,"SW","PreFenton",3285228,3657743.33333333
"737",331.1398,"HW","PostFenton",4171996.33333333,6457646
"738",331.1398,"HW","PreFenton",2446125.66666667,2635327.66666667
"739",331.1398,"SW","PostFenton",6241635.33333333,9591975
"740",331.1398,"SW","PreFenton",3301446,3904873.66666667
"741",331.1551,"HW","PostFenton",1814495,2837297.33333333
"742",331.1551,"HW","PreFenton",2774492,2701294.33333333
"743",331.1551,"SW","PostFenton",2744251.66666667,5518506.33333333
"744",331.1551,"SW","PreFenton",3477406.66666667,5435757
"745",331.1762,"HW","PostFenton",2594190,9383222.33333333
"746",331.1762,"HW","PreFenton",8695094.33333333,15188979.3333333
"747",331.1762,"SW","PostFenton",7177408.33333333,32952495
"748",331.1762,"SW","PreFenton",28785570.6666667,54306162
"749",331.1915,"HW","PostFenton",0,1671993.66666667
"750",331.1915,"HW","PreFenton",2230136.5,2576716.66666667
"751",331.1915,"SW","PostFenton",0,5108317
"752",331.1915,"SW","PreFenton",6950481,12362443
"753",331.2126,"HW","PostFenton",0,3374569.33333333
"754",331.2126,"HW","PreFenton",2259774.33333333,4251474
"755",331.2126,"SW","PostFenton",0,7935158.66666667
"756",331.2126,"SW","PreFenton",2705237.66666667,5611898.33333333
"757",331.249,"HW","PostFenton",0,2110988.5
"758",331.249,"HW","PreFenton",22343665,33104901.3333333
"759",331.249,"SW","PostFenton",0,5997417
"760",331.249,"SW","PreFenton",16194482.6666667,31363117
"761",332.1252,"HW","PostFenton",0,0
"762",332.1252,"HW","PreFenton",0,1576542.66666667
"763",332.1252,"SW","PostFenton",0,0
"764",332.1252,"SW","PreFenton",0,1775660
"765",332.1463,"HW","PostFenton",0,0
"766",332.1463,"HW","PreFenton",1659369.5,0
"767",332.1463,"SW","PostFenton",0,0
"768",332.1463,"SW","PreFenton",1471821.5,0
"769",332.1827,"HW","PostFenton",1683583,1833076.66666667
"770",332.1827,"HW","PreFenton",1589619,1579597.5
"771",332.1827,"SW","PostFenton",1662990,1993695
"772",332.1827,"SW","PreFenton",1588324.5,2215342.66666667
"773",333.0252,"HW","PostFenton",1491631,0
"774",333.0252,"HW","PreFenton",3439839.66666667,1456037.5
"775",333.0252,"SW","PostFenton",0,0
"776",333.0252,"SW","PreFenton",3154399.66666667,0
"777",333.0463,"HW","PostFenton",2630749.66666667,0
"778",333.0463,"HW","PreFenton",0,0
"779",333.0463,"SW","PostFenton",2155251.66666667,0
"780",333.0463,"SW","PreFenton",0,0
"781",333.0616,"HW","PostFenton",2548491.66666667,0
"782",333.0616,"HW","PreFenton",5654930.66666667,3218550.33333333
"783",333.0616,"SW","PostFenton",2590455.33333333,0
"784",333.0616,"SW","PreFenton",5920402.33333333,2507216.33333333
"785",333.0827,"HW","PostFenton",3563791.66666667,1535043
"786",333.0827,"HW","PreFenton",0,0
"787",333.0827,"SW","PostFenton",3323131.33333333,0
"788",333.0827,"SW","PreFenton",0,0
"789",333.098,"HW","PostFenton",2655848.33333333,2367563.66666667
"790",333.098,"HW","PreFenton",4128667.66666667,3200810.33333333
"791",333.098,"SW","PostFenton",2744745.33333333,2433107.66666667
"792",333.098,"SW","PreFenton",4535280,3778179.66666667
"793",333.1191,"HW","PostFenton",2966124.66666667,2902779.66666667
"794",333.1191,"HW","PreFenton",3401462,5657050.66666667
"795",333.1191,"SW","PostFenton",4055641,3803395.33333333
"796",333.1191,"SW","PreFenton",3559924.33333333,5454643.66666667
"797",333.1344,"HW","PostFenton",2928410.66666667,4410964.33333333
"798",333.1344,"HW","PreFenton",3628281.33333333,4363059.66666667
"799",333.1344,"SW","PostFenton",3512070.66666667,5610075.66666667
"800",333.1344,"SW","PreFenton",4625741.66666667,5921932.66666667
"801",333.1456,"HW","PostFenton",0,0
"802",333.1456,"HW","PreFenton",1782891,1884811.66666667
"803",333.1456,"SW","PostFenton",0,0
"804",333.1456,"SW","PreFenton",0,1778276.33333333
"805",333.1555,"HW","PostFenton",2133962,3965700
"806",333.1555,"HW","PreFenton",2289005,2675342.66666667
"807",333.1555,"SW","PostFenton",3658678,9054134
"808",333.1555,"SW","PreFenton",5878098,9150268
"809",333.1707,"HW","PostFenton",0,3517362.66666667
"810",333.1707,"HW","PreFenton",3029761.66666667,3886055.66666667
"811",333.1707,"SW","PostFenton",2355129,6618041.66666667
"812",333.1707,"SW","PreFenton",4400810.66666667,7459306.33333333
"813",333.1919,"HW","PostFenton",0,2503010
"814",333.1919,"HW","PreFenton",1554038.5,2313794.33333333
"815",333.1919,"SW","PostFenton",1681001.5,5540115.33333333
"816",333.1919,"SW","PreFenton",2737157,4534255
"817",333.2071,"HW","PostFenton",0,1521851
"818",333.2071,"HW","PreFenton",0,2542406.33333333
"819",333.2071,"SW","PostFenton",0,3934486.66666667
"820",333.2071,"SW","PreFenton",7061512,12702195
"821",333.2283,"HW","PostFenton",0,0
"822",333.2283,"HW","PreFenton",0,0
"823",333.2283,"SW","PostFenton",0,1564812
"824",333.2283,"SW","PreFenton",0,0
"825",334.1772,"HW","PostFenton",0,0
"826",334.1772,"HW","PreFenton",1984582.66666667,3215084
"827",334.1772,"SW","PostFenton",0,0
"828",334.1772,"SW","PreFenton",1500302,2204376
"829",335.0045,"HW","PostFenton",0,0
"830",335.0045,"HW","PreFenton",1836758,0
"831",335.0045,"SW","PostFenton",0,0
"832",335.0045,"SW","PreFenton",1583816.5,0
"833",335.0408,"HW","PostFenton",2764800.66666667,0
"834",335.0408,"HW","PreFenton",5260141.66666667,1799033.66666667
"835",335.0408,"SW","PostFenton",2623142,0
"836",335.0408,"SW","PreFenton",5129638,0
"837",335.062,"HW","PostFenton",6302725.33333333,1921573
"838",335.062,"HW","PreFenton",0,0
"839",335.062,"SW","PostFenton",5697877,0
"840",335.062,"SW","PreFenton",0,0
"841",335.0772,"HW","PostFenton",3268275,1902376.66666667
"842",335.0772,"HW","PreFenton",5964321,2911022
"843",335.0772,"SW","PostFenton",3419736.33333333,1849677.5
"844",335.0772,"SW","PreFenton",6384728.66666667,2792367.33333333
"845",335.0884,"HW","PostFenton",0,0
"846",335.0884,"HW","PreFenton",1633773,0
"847",335.0884,"SW","PostFenton",0,0
"848",335.0884,"SW","PreFenton",0,0
"849",335.0984,"HW","PostFenton",4100279.66666667,2753240.33333333
"850",335.0984,"HW","PreFenton",0,0
"851",335.0984,"SW","PostFenton",4055560,2143767.66666667
"852",335.0984,"SW","PreFenton",0,0
"853",335.1136,"HW","PostFenton",4071952.33333333,4951430.66666667
"854",335.1136,"HW","PreFenton",5195647.66666667,4476215.33333333
"855",335.1136,"SW","PostFenton",4516704.66666667,5509488.66666667
"856",335.1136,"SW","PreFenton",5747809.33333333,5694391.66666667
"857",335.117,"HW","PostFenton",0,0
"858",335.117,"HW","PreFenton",0,1615101.5
"859",335.117,"SW","PostFenton",0,0
"860",335.117,"SW","PreFenton",0,0
"861",335.1347,"HW","PostFenton",1821290.33333333,2122806.66666667
"862",335.1347,"HW","PreFenton",0,1434467.5
"863",335.1347,"SW","PostFenton",2775226.33333333,2653813.66666667
"864",335.1347,"SW","PreFenton",0,0
"865",335.15,"HW","PostFenton",3173741.33333333,6320357
"866",335.15,"HW","PreFenton",4686558,6013590.66666667
"867",335.15,"SW","PostFenton",4475411.66666667,9472036
"868",335.15,"SW","PreFenton",5920873.33333333,8732950
"869",335.1711,"HW","PostFenton",0,1642466.5
"870",335.1711,"HW","PreFenton",2545891,3014129.66666667
"871",335.1711,"SW","PostFenton",0,4049278
"872",335.1711,"SW","PreFenton",4979139.33333333,8340763
"873",335.1864,"HW","PostFenton",0,3052269.66666667
"874",335.1864,"HW","PreFenton",2873148.33333333,4005024.33333333
"875",335.1864,"SW","PostFenton",2232176.66666667,7153366.66666667
"876",335.1864,"SW","PreFenton",5379868.66666667,9399241.33333333
"877",335.1898,"HW","PostFenton",0,0
"878",335.1898,"HW","PreFenton",0,1720609.33333333
"879",335.1898,"SW","PostFenton",0,1582946.5
"880",335.1898,"SW","PreFenton",0,0
"881",335.2075,"HW","PostFenton",0,0
"882",335.2075,"HW","PreFenton",0,0
"883",335.2075,"SW","PostFenton",0,4776838
"884",335.2075,"SW","PreFenton",5765238.66666667,10570702.6666667
"885",335.2228,"HW","PostFenton",0,0
"886",335.2228,"HW","PreFenton",0,1502746
"887",335.2228,"SW","PostFenton",0,2232817.5
"888",335.2228,"SW","PreFenton",2368122,3864188.66666667
"889",336.0936,"HW","PostFenton",1879780.33333333,0
"890",336.0936,"HW","PreFenton",0,0
"891",336.0936,"SW","PostFenton",1762614,0
"892",336.0936,"SW","PreFenton",0,0
"893",336.1565,"HW","PostFenton",0,0
"894",336.1565,"HW","PreFenton",0,1746938
"895",336.1565,"SW","PostFenton",0,0
"896",336.1565,"SW","PreFenton",0,0
"897",337.0201,"HW","PostFenton",2242224.33333333,0
"898",337.0201,"HW","PreFenton",3545095.33333333,0
"899",337.0201,"SW","PostFenton",1887076,0
"900",337.0201,"SW","PreFenton",3314547.33333333,0
"901",337.0565,"HW","PostFenton",4062990,1558548.33333333
"902",337.0565,"HW","PreFenton",6718480.66666667,2473285.33333333
"903",337.0565,"SW","PostFenton",4032620.33333333,0
"904",337.0565,"SW","PreFenton",7030652.33333333,1745382.66666667
"905",337.0776,"HW","PostFenton",13697128,3964954
"906",337.0776,"HW","PreFenton",0,0
"907",337.0776,"SW","PostFenton",15066054.6666667,3316197.33333333
"908",337.0776,"SW","PreFenton",0,0
"909",337.0929,"HW","PostFenton",4950464.66666667,4056947
"910",337.0929,"HW","PreFenton",6672751.33333333,4001956.66666667
"911",337.0929,"SW","PostFenton",5124042,4210494.33333333
"912",337.0929,"SW","PreFenton",6767493,4776346.33333333
"913",337.0963,"HW","PostFenton",0,1513389.5
"914",337.0963,"HW","PreFenton",0,0
"915",337.0963,"SW","PostFenton",0,0
"916",337.0963,"SW","PreFenton",0,0
"917",337.114,"HW","PostFenton",4129904,3957965.66666667
"918",337.114,"HW","PreFenton",1929497.5,2166784
"919",337.114,"SW","PostFenton",4666831,3741507.66666667
"920",337.114,"SW","PreFenton",0,0
"921",337.1293,"HW","PostFenton",5711304.66666667,8269863
"922",337.1293,"HW","PreFenton",5932067.66666667,6597465.66666667
"923",337.1293,"SW","PostFenton",7013671.66666667,10756252.6666667
"924",337.1293,"SW","PreFenton",7623224.33333333,9167608.66666667
"925",337.1327,"HW","PostFenton",0,2773373.33333333
"926",337.1327,"HW","PreFenton",4739791,10575877.3333333
"927",337.1327,"SW","PostFenton",0,1750095.5
"928",337.1327,"SW","PreFenton",0,2115573.5
"929",337.1504,"HW","PostFenton",0,0
"930",337.1504,"HW","PreFenton",0,0
"931",337.1504,"SW","PostFenton",0,2238028
"932",337.1504,"SW","PreFenton",0,1809986.5
"933",337.1656,"HW","PostFenton",2872955.33333333,7983152
"934",337.1656,"HW","PreFenton",5383212.66666667,7516345
